Business Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Business Type ID,Business Type Description,Food Hygiene Rating Scheme ID,Food Hygiene Rating Scheme Type,Hygiene Score,Structural Score,Confidence In Management Score,Rating Value,Rating Date,New Rating Pending,Local Authority Business ID,Local Authority Code,Local Authority Name,Local Authority Email Address,Local Authority Website,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
Premier Inn,,88 Euston Road,,NW1 2RA,7842,Hotel/bed & breakfast/guest house,759342,FHRS,5,5,0,5,06/02/2015,False,81226,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,529997,182715,-0.127423,51.5284,Unknown,08/05/2016,"(51.5284, -0.127423)",1777
Pret A Manger,,40      Bernard Street,London,WC1N 1BY,1,Restaurant/Cafe/Canteen,425167,FHRS,5,0,0,5,02/07/2010,False,49864,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,530198,182162,-0.124718,51.523376,Unknown,08/05/2016,"(51.523376, -0.124718)",1778
Pret A Manger,,261      Camden High Street,London,NW1 7BU,1,Restaurant/Cafe/Canteen,425135,FHRS,5,10,5,4,13/02/2013,False,48603,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528814,183993,-0.143986,51.540156,Unknown,08/05/2016,"(51.540156, -0.143986)",1779
Baxter Storey at De Beers UK,,17      Charterhouse Street,London,EC1N 6RA,1,Restaurant/Cafe/Canteen,424127,FHRS,0,0,0,5,02/07/2010,False,20529,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531479,181651,-0.106468,51.518496,Unknown,08/05/2016,"(51.518496, -0.106468)",178
Pret A Manger,"Unit 8 Ground Floor Western Concourse, Kings Cross Railway Station",Euston Road,,N1 9AP,7844,Takeaway/sandwich shop,470857,FHRS,5,0,0,5,09/02/2015,False,73982,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1780
Pret A Manger,,17-23      Southampton Row,London,WC1B 5HA,1,Restaurant/Cafe/Canteen,425409,FHRS,0,5,0,5,02/11/2010,False,55551,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530446,181613,-0.121348,51.518385,Unknown,08/05/2016,"(51.518385, -0.121348)",1781
Pret A Manger,,108      Gray's Inn Road,London,WC1X 8AL,1,Restaurant/Cafe/Canteen,424740,FHRS,0,5,0,5,12/09/2013,False,32459,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531023,181950,-0.112912,51.52128,Unknown,08/05/2016,"(51.52128, -0.112912)",1782
Pret A Manger,,280      High Holborn,,WC1V 7EE,7844,Takeaway/sandwich shop,804871,FHRS,0,0,0,5,11/09/2015,False,78850,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530741,181549,-0.117136,51.51775,Unknown,08/05/2016,"(51.51775, -0.117136)",1783
Pret A Manger,,117      Euston Road,London,NW1 2SX,1,Restaurant/Cafe/Canteen,425515,FHRS,0,0,0,5,08/01/2014,False,57010,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000141,King's Cross,530022,182737,-0.127041,51.528592,Unknown,08/05/2016,"(51.528592, -0.127041)",1784
Pret A Manger,,157      Camden High Street,London,NW1 7JR,1,Restaurant/Cafe/Canteen,425560,FHRS,0,0,0,5,02/07/2010,False,5769,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528959,183682,-0.142024,51.537328,Unknown,08/05/2016,"(51.537328, -0.142024)",1785
Pret A Manger,"Unit 17b, St Pancras Internati",Pancras Road,London,NW1 2QL,1,Restaurant/Cafe/Canteen,425600,FHRS,0,5,0,5,18/07/2012,False,58073,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528650,183234,-0.146633,51.533368,Unknown,08/05/2016,"(51.533368, -0.146633)",1786
Pret A Manger,,125      High Holborn,,WC1V 6AN,7844,Takeaway/sandwich shop,425828,FHRS,5,5,5,5,09/06/2015,False,61379,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530463,181544,-0.121143,51.517761,Unknown,08/05/2016,"(51.517761, -0.121143)",1787
Pret A Manger,,10      Leather Lane,London,EC1N 7SS,1,Restaurant/Cafe/Canteen,424288,FHRS,0,0,0,5,24/11/2008,False,21796,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531313,181697,-0.108842,51.518948,Unknown,08/05/2016,"(51.518948, -0.108842)",1788
Pret A Manger,,100      Tottenham Court Road,London,W1T 4TT,1,Restaurant/Cafe/Canteen,424410,FHRS,0,0,0,5,18/03/2014,False,22626,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529366,182058,-0.136755,51.522641,Unknown,08/05/2016,"(51.522641, -0.136755)",1789
Baxterstorey Catering contractors,,20      Triton Street,,NW1 3BF,1,Restaurant/Cafe/Canteen,426345,FHRS,,,,5,14/08/2015,False,71848,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,528937,182239,-0.142855,51.524365,Unknown,08/05/2016,"(51.524365, -0.142855)",179
Pret A Manger (Europe) Ltd,,237      Tottenham Court Road,London,W1T 7QW,7844,Takeaway/sandwich shop,426323,FHRS,0,5,0,5,31/03/2014,False,71619,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529724,181583,-0.131759,51.51829,Unknown,08/05/2016,"(51.51829, -0.131759)",1790
Pret A Manger Ltd,,240      High Holborn,London,WC1V 7DN,1,Restaurant/Cafe/Canteen,423788,FHRS,0,0,0,5,22/05/2015,False,12539,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530581,181518,-0.119439,51.5175,Unknown,08/05/2016,"(51.5175, -0.119439)",1791
Pret A Manger Unit 1,Euston Tower,286      Euston Road,London,NW1 3BY,1,Restaurant/Cafe/Canteen,424773,FHRS,5,5,5,5,14/05/2010,False,33416,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1792
Pret a Manger,Lynton House,7-12 Tavistock Square,,WC1H 9LY,7844,Takeaway/sandwich shop,842162,FHRS,0,5,0,5,04/01/2016,False,83039,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1793
Pret a Manger,"Unit 1, Kings Cross And St Pancras Underground Station",Euston Road,,N1 9AL,1,Restaurant/Cafe/Canteen,610996,FHRS,5,0,0,5,09/02/2015,False,76021,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1794
Pret a Manger,Unit 45 Euston Station,Euston Station,Euston Station Eversholt Stre,NW1 2HS,7844,Takeaway/sandwich shop,470812,FHRS,0,5,5,5,06/01/2016,False,60185,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529587,182735,-0.133309,51.528674,Unknown,08/05/2016,"(51.528674, -0.133309)",1795
Pret a Manger,,15      Theobald's Road,London,WC1X 8SL,1,Restaurant/Cafe/Canteen,423743,FHRS,0,5,5,5,05/09/2012,False,11457,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530727,181841,-0.11723,51.520369,Unknown,08/05/2016,"(51.520369, -0.11723)",1796
Pret a Manger,,102      Southampton Row,London,WC1B 4BL,1,Restaurant/Cafe/Canteen,425538,FHRS,0,0,0,5,19/12/2013,False,57346,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530361,181836,-0.12249,51.520417,Unknown,08/05/2016,"(51.520417, -0.12249)",1797
Pret a Manger,,67      Tottenham Court Road,London,W1T 2EY,1,Restaurant/Cafe/Canteen,425562,FHRS,0,0,0,5,08/08/2013,False,57702,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529535,181788,-0.13442,51.520176,Unknown,08/05/2016,"(51.520176, -0.13442)",1798
Pret a Manger,,18      Camden High Street,London,NW1 0JH,1,Restaurant/Cafe/Canteen,425648,FHRS,0,5,0,5,17/11/2010,False,58893,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529174,183470,-0.13899,51.535365,Unknown,08/05/2016,"(51.535365, -0.13899)",1799
Abbey Wines,,214      Belsize Road,London,NW6 4DJ,4613,Retailers - other,425192,FHRS,5,10,10,3,06/01/2011,False,5067,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000140,Kilburn,525714,183841,-0.188716,51.539488,Unknown,08/05/2016,"(51.539488, -0.188716)",18
Bayou Soul,,20-22 Inverness Street,,NW1 7HJ,7843,Pub/bar/nightclub,849906,FHRS,10,10,10,3,26/01/2016,False,82162,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528805,183936,-0.14415,51.539646,Unknown,08/05/2016,"(51.539646, -0.14415)",180
Pret a Manger,,37      Shelton Street,,WC2H 9HN,1,Restaurant/Cafe/Canteen,485301,FHRS,5,5,10,4,28/11/2012,False,74584,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530207,181129,-0.124969,51.514099,Unknown,08/05/2016,"(51.514099, -0.124969)",1801
Prezzo,,161      Euston Road,London,NW1 2BD,1,Restaurant/Cafe/Canteen,425041,FHRS,0,0,0,5,27/04/2012,False,45665,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1802
Prezzo,,Unit 4      Western concourse,Kings Cross Station,N1 4AL,1,Restaurant/Cafe/Canteen,426364,FHRS,,,,5,06/12/2012,False,72393,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,,,,,,,Unknown,08/05/2016,,1803
Price Check Costcutter,,102      West End Lane,London,NW6 2LS,4613,Retailers - other,424643,FHRS,5,5,10,4,20/05/2009,False,2944,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,525538,184642,-0.190981,51.546726,Unknown,08/05/2016,"(51.546726, -0.190981)",1804
Price Wise,,221      Finchley Road,London,NW3 6LP,4613,Retailers - other,423958,FHRS,10,5,20,1,18/12/2014,False,1589,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000145,West Hampstead,526293,184704,-0.180063,51.547106,Unknown,08/05/2016,"(51.547106, -0.180063)",1805
Primrose Bakery,,69      Gloucester Avenue,London,NW1 8LD,7841,Other catering premises,425283,FHRS,0,5,5,5,30/08/2012,False,53250,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528301,183994,-0.151379,51.540273,Unknown,08/05/2016,"(51.540273, -0.151379)",1806
Primrose Eatery,,38      Primrose Hill Road,London,NW3 3AD,1,Restaurant/Cafe/Canteen,426147,FHRS,,,,5,01/06/2015,False,67824,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000128,Belsize,527552,184232,-0.162101,51.542582,Unknown,08/05/2016,"(51.542582, -0.162101)",1807
Primrose Hill Primary School,Primrose Hill Primary School,36-40      Princess Road,London,NW1 8JL,7845,School/college/university,425773,FHRS,0,0,0,5,27/04/2012,False,6057,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528275,183872,-0.151812,51.539183,Unknown,08/05/2016,"(51.539183, -0.151812)",1808
Primrose Pharmacy,,95      Regent's Park Road,London,NW1 8UR,4613,Retailers - other,424363,FHRS,,,,Exempt,12/06/2007,False,22310,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,527953,184198,-0.156334,51.542194,Unknown,08/05/2016,"(51.542194, -0.156334)",1809
Bayra Mini Market,,96      Queen's Crescent,London,NW5 4DY,4613,Retailers - other,583252,FHRS,15,10,20,1,12/08/2013,False,62193,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000136,Haverstock,528290,185071,-0.151159,51.549963,Unknown,08/05/2016,"(51.549963, -0.151159)",181
Primrose Sandwich Bar,,11      York Way,London,N7 9QG,7844,Takeaway/sandwich shop,423914,FHRS,0,10,5,4,24/09/2012,False,14449,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000131,Cantelowes,530043,184356,-0.126141,51.543128,Unknown,08/05/2016,"(51.543128, -0.126141)",1810
Prince Albert PH,,163      Royal College Street,London,NW1 0SG,7843,Pub/bar/nightclub,424597,FHRS,5,5,10,4,09/11/2015,False,27390,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,529241,184084,-0.137799,51.540876,Unknown,08/05/2016,"(51.540876, -0.137799)",1811
Prince Arthur,,80-82      Eversholt Street,London,NW1 1BX,7843,Pub/bar/nightclub,426101,FHRS,10,10,10,3,28/01/2014,False,6661,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529576,182877,-0.133429,51.529953,Unknown,08/05/2016,"(51.529953, -0.133429)",1812
Prince Of Wales Feathers,,8      Warren Street,London,W1T 5LD,7843,Pub/bar/nightclub,424419,FHRS,5,0,0,5,02/04/2012,False,22700,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529241,182224,-0.138481,51.524161,Unknown,08/05/2016,"(51.524161, -0.138481)",1813
Prince of Gower Hotel,,57      Gower Street,London,WC1E 6HJ,7842,Hotel/bed & breakfast/guest house,426175,FHRS,10,10,10,3,06/09/2011,False,68188,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529682,181972,-0.132221,51.521787,Unknown,08/05/2016,"(51.521787, -0.132221)",1814
Prince of Wales,,53      Highgate High Street,London,N6 5JX,7843,Pub/bar/nightclub,424004,FHRS,10,10,5,3,15/03/2011,False,1896,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000137,Highgate,528380,187404,-0.149011,51.5709,Unknown,08/05/2016,"(51.5709, -0.149011)",1815
Princess,,22      Chalcot Road,London,NW1 8LL,7843,Pub/bar/nightclub,425254,FHRS,0,0,0,5,03/05/2012,False,5255,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528136,183990,-0.153758,51.540283,Unknown,08/05/2016,"(51.540283, -0.153758)",1816
Princess Louise,,208      High Holborn,London,WC1V 7BW,7843,Pub/bar/nightclub,423786,FHRS,10,15,20,1,13/08/2015,False,12514,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530425,181489,-0.12171,51.517284,Unknown,08/05/2016,"(51.517284, -0.12171)",1817
Princess News,,31      Princess Road,London,NW1 8JR,4613,Retailers - other,425766,FHRS,0,10,10,4,31/03/2012,False,6055,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528232,183860,-0.152436,51.539085,Unknown,08/05/2016,"(51.539085, -0.152436)",1818
Print Room Cafe,University College London,Gower Street,London,WC1E 6XA,1,Restaurant/Cafe/Canteen,425630,FHRS,5,5,5,5,26/02/2013,False,58504,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529607,182137,-0.133255,51.523287,Unknown,08/05/2016,"(51.523287, -0.133255)",1819
Bea's of Bloomsbury Ltd,,44      Theobald's Road,London,WC1X 8NW,7844,Takeaway/sandwich shop,425514,FHRS,5,5,0,5,28/11/2014,False,57008,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530804,181916,-0.116079,51.521025,Unknown,08/05/2016,"(51.521025, -0.116079)",182
Pro Health Ltd,,16      Drury Lane,London,WC2B 5RB,4613,Retailers - other,426277,FHRS,,,,Exempt,07/11/2011,False,70541,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530282,181305,-0.123824,51.515655,Unknown,08/05/2016,"(51.515655, -0.123824)",1820
Proud Camden  The Horse Hospital,The Stables Market,Chalk Farm Road,,NW1 8AH,1,Restaurant/Cafe/Canteen,759327,FHRS,5,10,5,4,04/03/2016,False,77971,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528575,184192,-0.147371,51.541999,Unknown,08/05/2016,"(51.541999, -0.147371)",1821
Proud Camden Horse Hospital,The Stables Market,Chalk Farm Road,London,NW1 8AH,7843,Pub/bar/nightclub,425504,FHRS,5,5,5,5,08/08/2009,False,56880,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000130,Camden Town with Primrose Hill,528574,184192,-0.147372,51.541999,Unknown,08/05/2016,"(51.541999, -0.147372)",1822
Prufrock Coffee,,23-25      Leather Lane,,EC1N 7TE,1,Restaurant/Cafe/Canteen,571638,FHRS,5,5,5,5,13/02/2013,False,76618,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,531256,181811,-0.109607,51.519977,Unknown,08/05/2016,"(51.519977, -0.109607)",1823
Pullman St Pancras,,100-110      Euston Road,London,NW1 2AJ,7842,Hotel/bed & breakfast/guest house,426392,FHRS,5,5,0,5,11/08/2009,False,7332,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000143,St Pancras and Somers Town,529946,182743,-0.128148,51.528655,Unknown,08/05/2016,"(51.528655, -0.128148)",1824
Pulse,5th Floor Greater London House,180 Hampstead Road,London,NW1 7AW,1,Restaurant/Cafe/Canteen,425671,FHRS,10,5,5,4,13/05/2015,False,59296,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529136,183255,-0.13963,51.53345,Unknown,08/05/2016,"(51.53345, -0.13963)",1825
Pumpkin Cafe,,110      Fortune Green Road,London,NW6 1DH,1,Restaurant/Cafe/Canteen,425078,FHRS,0,0,5,5,17/03/2011,False,46925,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000132,Fortune Green,525138,185603,-0.196391,51.555451,Unknown,08/05/2016,"(51.555451, -0.196391)",1826
Punjab Indian Restaurant,,80      Neal Street,London,WC2H 9PA,1,Restaurant/Cafe/Canteen,424328,FHRS,10,10,10,3,30/04/2012,False,22023,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530127,181204,-0.126094,51.514783,Unknown,08/05/2016,"(51.514783, -0.126094)",1827
Pure,,47      Goodge Street,,W1T 1TD,1,Restaurant/Cafe/Canteen,470872,FHRS,0,10,0,4,25/04/2012,False,74251,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529431,181673,-0.135946,51.519166,Unknown,08/05/2016,"(51.519166, -0.135946)",1828
Pure,,151      Shaftesbury Avenue,,WC2H 8AL,1,Restaurant/Cafe/Canteen,485304,FHRS,10,5,5,4,26/11/2012,False,75020,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000138,Holborn and Covent Garden,530011,181189,-0.127784,51.514675,Unknown,08/05/2016,"(51.514675, -0.127784)",1829
Beani Bar Take Away,,28      Torrington Place,London,WC1E 7HJ,7844,Takeaway/sandwich shop,426478,FHRS,5,5,5,5,02/07/2012,False,8585,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529552,181921,-0.134126,51.521367,Unknown,08/05/2016,"(51.521367, -0.134126)",183
Pure Fruit Ltd,,36      Heath Street,London,NW3 6TE,4613,Retailers - other,425582,FHRS,0,0,0,5,08/05/2008,False,57871,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000135,Hampstead Town,526379,185671,-0.178476,51.555786,Unknown,08/05/2016,"(51.555786, -0.178476)",1830
Puss in Boots NurseryTerm Time Only,Gospel Oak Methodist Church,Agincourt Road,,NW3 2NT,7845,School/college/university,730221,FHRS,5,0,0,5,07/03/2016,False,73899,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,527758,185470,-0.158682,51.553669,Unknown,08/05/2016,"(51.553669, -0.158682)",1831
Quadrant Catering Ltd,,1      Barnby Street,London,NW1 1AA,1,Restaurant/Cafe/Canteen,424818,FHRS,5,5,5,5,03/04/2012,False,35440,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000142,Regent's Park,529434,182967,-0.135442,51.530794,Unknown,08/05/2016,"(51.530794, -0.135442)",1832
Quaker Bookshop Cafe,Friends House,173-177      Euston Road,London,NW1 2BJ,1,Restaurant/Cafe/Canteen,424173,FHRS,0,0,0,5,07/03/2011,False,20797,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000129,Bloomsbury,529641,182473,-0.132627,51.526307,Unknown,08/05/2016,"(51.526307, -0.132627)",1833
Quality Hotel Hampstead,,5      Frognal,London,NW3 6AL,7842,Hotel/bed & breakfast/guest house,424484,FHRS,5,5,10,4,13/07/2012,False,2445,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000133,Frognal and Fitzjohns,526223,185026,-0.180956,51.550024,Unknown,08/05/2016,"(51.550024, -0.180956)",1834
Quality Super Store,,110      Malden Road,London,NW5 4BY,4613,Retailers - other,426338,FHRS,10,10,5,3,15/05/2012,False,71742,506,Camden,planningandpublicprotection@camden.gov.uk,http://www.camden.gov.uk,E05000134,Gospel Oak,528164,185014,-0.152982,51.549479,Unknown,08/05/2016,"(51.549479, -0.152982)",1835
