sn,s4weight,s4act1,s1truan1,s1gor,dadsec,momsec,famsec,s1pared,s1sex
250347,0.556819001116577,1,4,1,4,3,3,2,2
250350,0.921157126090632,3,4,5,5,4,4,1,1
250351,0.422958623880692,2,7,4,2,6,2,3,2
250353,1.30901600460936,3,1,5,6,1,1,2,2
250356,,,4,10,3,6,3,3,2
250357,0.825366395240764,2,7,2,5,2,2,1,2
250358,,,7,8,6,6,6,1,1
250360,1.70873268164002,1,4,11,5,2,2,2,2
250362,1.7742594927388,3,4,1,4,5,4,2,1
250365,1.74960042258325,6,7,5,6,6,6,3,1
250366,1.63808126824155,2,7,1,2,5,2,1,1
250367,0.708858052127608,2,7,1,4,4,4,3,1
250370,0.440365296844295,2,4,10,1,2,1,1,2
250371,,,4,10,3,2,2,1,2
250373,,,7,5,4,5,4,3,2
250375,0.530345022573683,3,7,10,1,3,1,3,2
250377,,,7,8,5,3,3,3,2
250378,0.483328142253326,2,7,4,1,5,1,1,2
250379,,,4,3,3,5,3,3,2
250384,,,4,9,3,2,2,1,1
250388,,,7,9,4,6,4,2,2
250394,,,7,1,5,2,2,1,1
250397,,,7,10,6,2,2,1,1
250399,0.603368223042519,2,7,8,1,5,1,3,2
250402,1.00248056108137,2,7,8,3,3,3,3,1
250403,,,7,10,4,2,2,1,2
250405,,,7,10,6,6,6,3,2
250407,0.697066815503525,2,7,9,2,2,2,1,2
250409,,,7,3,3,2,2,2,1
250410,,,7,10,1,6,1,3,1
250411,,,7,11,3,2,2,1,2
250414,,,7,5,3,1,1,3,2
250416,1.5693767420288,3,7,1,4,3,3,3,1
250418,,,4,9,3,5,3,2,2
250420,0.219389215071587,2,7,10,4,2,2,1,2
250423,,,7,2,6,6,6,3,1
250426,0.540180143213909,2,7,6,3,3,3,3,2
250427,1.39779846505919,3,4,10,3,5,3,3,1
250429,0.538613907845808,3,7,6,2,2,2,2,1
250430,,,4,4,6,6,6,3,2
250431,,,7,1,3,2,2,3,2
250432,0.39646776767288,2,7,8,2,5,2,3,2
250434,,,7,10,3,2,2,1,1
250436,0.35120559591,4,7,9,3,5,3,3,2
250437,,,7,4,1,2,1,1,1
250440,,,7,4,6,2,2,3,2
250442,,,4,11,1,2,1,2,2
250443,,,4,6,4,4,4,2,2
250447,0.489211811225077,2,7,10,2,5,2,2,1
250450,0.936282721489858,4,7,5,3,3,3,3,2
250453,,,4,6,6,6,6,3,1
250454,,,7,2,2,2,2,1,1
250456,0.457216524939564,2,7,4,1,2,1,1,2
250459,2.95114185593592,7,4,5,5,6,5,3,1
250461,,,7,2,4,2,2,1,1
250462,,,7,8,3,3,3,3,1
250463,,,7,2,4,3,3,3,1
250464,0.645991989053839,2,7,5,4,3,3,3,1
250465,0.934012486635066,2,7,9,3,3,3,3,1
250466,0.514507382461407,2,4,5,3,3,3,1,2
250471,,,1,4,5,5,5,1,2
250473,,,7,1,1,5,1,1,1
250475,1.93876767877907,3,4,10,3,2,2,3,1
250476,1.24717966510631,2,4,6,4,4,4,2,2
250477,,,4,8,2,1,1,1,1
250478,0.858644166747902,2,7,2,3,6,3,3,1
250480,,,4,2,5,1,1,1,2
250482,1.09427691079956,2,-9,5,3,6,3,3,2
250483,,,7,3,5,4,4,3,1
250484,0.724316805834785,2,4,2,2,2,2,1,1
250485,,,7,9,2,6,2,1,2
250487,,,7,2,6,6,6,3,1
250488,0.782343376760119,2,7,6,1,5,1,2,2
250492,,,4,4,1,2,1,1,2
250494,0.589406462332869,2,7,8,1,2,1,1,2
250500,0.464246933420306,2,4,3,5,6,5,3,1
250501,,,7,9,2,6,2,2,1
250502,,,7,10,5,6,5,3,1
250503,2.17472578532648,2,7,2,5,6,5,3,2
250504,0.454130752245467,2,4,7,1,1,1,1,2
250505,,,7,3,3,3,3,3,2
250509,,,7,5,3,4,3,1,1
250510,,,7,5,6,6,6,1,1
250511,,,7,6,2,3,2,3,1
250513,,,-9,9,6,5,5,3,2
250514,,,7,9,3,5,3,3,1
250518,,,7,10,3,2,2,3,2
250519,,,7,5,5,2,2,2,2
250522,,,7,3,3,3,3,3,1
250524,0.682641734872737,3,7,3,4,6,4,1,2
250525,,,4,2,1,2,1,1,1
250526,,,7,3,5,5,5,3,1
250527,0.875425058122119,4,1,3,3,6,3,3,2
250528,,,7,4,3,3,3,1,2
250529,,,7,4,3,5,3,3,1
250530,,,4,7,3,2,2,3,2
250533,0.612667745106775,1,7,3,2,5,2,3,1
250536,,,7,8,4,5,4,3,2
250538,1.19764695216769,2,4,3,5,3,3,2,2
250539,,,7,2,3,3,3,2,2
250542,,,7,3,1,1,1,1,2
250543,,,7,7,1,2,1,3,1
250544,,,7,10,2,2,2,1,2
250546,,,4,10,3,5,3,2,2
250547,0.72704984560305,3,7,2,4,5,4,2,1
250549,,,7,3,3,6,3,2,2
250552,,,7,8,3,3,3,1,1
250553,,,7,5,6,6,6,3,1
250557,0.415947928720952,2,7,1,6,2,2,3,2
250561,,,7,7,1,1,1,1,1
250562,0.557749518938257,2,7,2,1,2,1,1,2
250564,1.95023365518273,1,7,10,5,4,4,3,1
250567,,,4,9,5,6,5,3,1
250568,,,4,9,6,5,5,2,1
250570,0.511878994524782,2,7,2,3,4,3,2,2
250573,,,7,3,5,3,3,3,2
250574,,,7,6,3,2,2,3,1
250575,,,7,5,5,3,3,3,1
250576,0.694291964418178,2,4,9,2,2,2,2,2
250578,,,4,2,6,3,3,3,1
250579,,,4,9,4,6,4,3,2
250581,,,7,8,2,2,2,3,1
250582,0.376680733402905,2,7,7,1,3,1,1,2
250583,,,1,9,5,5,5,3,2
250585,,,7,10,4,4,4,1,2
250586,,,7,11,2,2,2,3,1
250588,,,4,3,6,4,4,3,1
250589,,,7,7,3,6,3,3,2
250591,,,4,6,5,3,3,3,2
250592,0.461878946253755,2,7,8,2,5,2,2,1
250593,,,7,3,3,5,3,3,2
250594,,,7,3,1,4,1,3,1
250600,,,7,10,2,5,2,3,1
250601,,,7,5,3,3,3,2,2
250604,0.493047391559878,2,7,5,3,3,3,3,1
250606,0.427542995280671,2,7,9,1,2,1,1,1
250607,,,7,4,1,2,1,1,1
250608,,,7,3,2,6,2,3,2
250612,,,4,5,3,5,3,3,2
250613,,,7,5,5,5,5,3,2
250614,0.723776634421611,3,4,2,6,2,2,1,2
250616,,,7,6,6,6,6,3,2
250617,,,7,1,1,3,1,3,1
250619,2.11209342040117,6,4,3,5,5,5,3,2
250622,,,7,10,5,3,3,3,2
250624,,,7,10,3,3,3,1,2
250625,0.579869240064596,2,7,2,2,2,2,1,2
250632,1.29738513837194,1,4,10,3,3,3,3,2
250633,0.468792269081175,2,7,9,2,2,2,1,2
250634,0.907970015855335,2,7,9,1,3,1,3,1
250637,0.442194325832252,3,4,8,5,3,3,3,1
250638,,,7,9,2,6,2,3,2
250639,0.779341604052506,2,7,3,3,3,3,3,1
250640,,,7,2,3,5,3,1,1
250642,0.875425058122119,2,4,3,2,2,2,1,2
250645,1.91496610673675,3,7,2,3,5,3,1,1
250646,0.593988421228165,2,7,10,1,2,1,1,1
250648,,,7,3,1,3,1,3,1
250650,,,7,2,3,2,2,3,2
250651,1.43584933830091,2,7,4,4,6,4,3,1
250654,,,7,8,4,6,4,1,2
250659,0.483033283549993,2,4,4,3,2,2,2,1
250660,,,7,8,3,3,3,3,2
250662,,,7,8,2,3,2,3,2
250663,,,7,9,2,2,2,2,2
250664,,,7,11,4,6,4,2,1
250665,1.71501407925618,3,4,6,1,6,1,3,1
250666,0.493766682959982,1,7,5,6,2,2,1,1
250667,,,7,2,2,2,2,3,1
250670,,,4,6,1,5,1,1,1
250673,,,4,5,1,3,1,1,2
250674,,,7,3,2,2,2,1,1
250675,,,4,9,3,3,3,3,2
250677,2.00490192970513,2,4,3,3,6,3,3,2
250678,5.15605358284979,2,7,7,6,6,6,1,2
250680,,,7,2,1,2,1,1,1
250681,0.574787416072411,3,4,10,3,5,3,2,2
250683,,,7,2,6,6,6,3,2
250684,1.59879773061934,3,7,4,6,6,6,3,2
250688,,,7,9,6,5,5,2,1
250690,,,7,9,2,5,2,3,2
250691,,,7,10,6,1,1,1,2
250692,0.613272259784589,1,7,4,2,3,2,3,1
250694,,,7,10,2,3,2,2,2
250695,0.699488029779417,3,4,8,1,6,1,1,1
250696,,,7,2,4,5,4,2,1
250699,,,7,6,3,3,3,3,2
250703,,,7,10,3,5,3,1,2
250710,,,7,2,3,3,3,3,1
250713,,,4,7,2,5,2,2,2
250714,,,7,2,1,2,1,1,2
250715,0.76627674757993,6,7,6,6,6,6,3,2
250716,2.65627694261143,3,4,2,2,5,2,3,1
250717,,,7,4,6,5,5,3,1
250718,,,7,6,4,5,4,3,2
250719,0.421306214528529,2,7,2,4,2,2,1,2
250723,,,4,10,2,2,2,1,1
250726,,,7,5,3,3,3,3,1
250728,0.436880520628645,7,7,3,4,4,4,3,2
250730,,,7,9,3,3,3,3,2
250731,,,7,8,3,2,2,1,1
250733,,,7,3,6,3,3,3,2
250734,1.98863597935935,3,7,4,5,4,4,3,2
250737,,,7,8,3,4,3,3,2
250739,,,7,6,5,5,5,3,2
250740,,,7,5,6,5,5,2,2
250741,0.879609073396363,2,7,4,5,5,5,3,1
250742,,,7,9,3,3,3,3,2
250743,1.32578528152982,7,7,6,6,5,5,1,2
250744,1.24311426470123,3,4,8,3,4,3,1,2
250747,,,7,4,3,3,3,3,2
250748,,,4,10,4,5,4,2,1
250749,2.11858415731009,2,1,2,6,5,5,1,1
250751,1.08312689984126,4,7,10,3,6,3,3,2
250752,,,4,5,1,5,1,1,2
250753,,,4,4,5,5,5,3,1
250755,0.897770432016922,3,7,2,3,5,3,2,1
250758,,,4,10,3,3,3,3,2
250765,,,4,11,2,4,2,3,2
250767,,,1,7,6,6,6,3,2
250768,0.970585914754742,3,1,9,5,5,5,3,2
250769,0.513774469655996,2,7,6,2,5,2,1,2
250770,,,4,9,4,6,4,2,2
250771,,,7,9,2,2,2,1,1
250773,,,4,4,1,6,1,1,1
250774,,,4,9,5,3,3,3,1
250776,,,4,10,5,3,3,2,2
250777,,,7,4,2,2,2,1,1
250778,,,1,10,5,5,5,3,2
250779,,,7,1,4,5,4,3,2
250780,0.589461865535352,3,4,2,2,3,2,2,2
250781,,,7,9,3,5,3,3,2
250783,,,7,11,2,6,2,3,2
250784,0.452083728101728,2,7,3,1,5,1,1,1
250785,,,1,11,6,6,6,1,2
250790,,,4,6,4,6,4,1,2
250791,0.764966021695474,3,7,9,6,6,6,3,1
250793,,,7,2,1,5,1,2,1
250794,,,7,4,2,1,1,1,1
250798,,,4,10,6,2,2,2,2
250804,0.759141071714774,2,7,10,1,2,1,1,1
250805,,,7,6,3,3,3,3,1
250811,,,7,3,3,3,3,3,1
250816,,,7,8,3,4,3,2,2
250818,,,4,3,4,2,2,1,1
250819,,,4,9,6,5,5,3,1
250820,,,4,3,4,3,3,3,1
250821,0.449367640677036,2,7,8,3,5,3,2,2
250822,1.41127074539667,3,4,5,5,5,5,2,2
250823,,,4,2,5,5,5,3,1
250824,,,7,1,1,3,1,3,1
250828,,,7,6,3,2,2,3,2
250829,,,7,1,5,5,5,3,2
250833,0.358239649991239,2,7,2,5,6,5,2,2
250834,2.14264780666528,3,4,2,5,3,3,2,2
250835,0.438801246668003,1,7,5,1,3,1,1,2
250836,3.71315387991753,3,4,6,3,2,2,3,1
250838,,,4,9,6,6,6,3,1
250839,0.490027063884699,3,7,10,1,2,1,2,1
250844,1.02901962065729,2,7,2,3,5,3,3,2
250847,,,7,9,6,6,6,1,1
250848,,,7,1,6,5,5,3,1
250852,0.431281534569832,4,7,10,6,6,6,3,2
250853,0.293797226946622,2,7,9,2,5,2,2,2
250854,,,4,4,2,1,1,1,2
250855,0.427333824493551,2,7,3,6,2,2,2,2
250858,,,7,1,6,6,6,3,1
250859,0.427534102386369,2,7,9,3,3,3,3,1
250860,,,7,2,4,4,4,3,1
250861,,,7,9,1,2,1,1,1
250863,,,7,9,2,4,2,1,2
250864,1.35683732188743,2,7,9,1,3,1,3,1
250866,2.31766871911698,3,1,10,3,4,3,2,1
250868,,,4,9,6,6,6,3,1
250869,0.659004764309536,3,7,10,2,6,2,3,2
250871,0.924672678154053,1,4,4,3,3,3,3,1
250872,0.50042088808625,2,7,5,4,5,4,3,1
250873,,,4,3,2,6,2,1,1
250874,1.02546635541396,4,4,1,4,3,3,3,2
250875,,,4,9,6,4,4,2,1
250876,0.630014712213018,7,4,6,6,2,2,1,2
250877,,,7,5,1,6,1,1,1
250878,,,4,5,3,5,3,3,2
250879,,,7,5,3,6,3,3,2
250881,,,7,3,2,1,1,2,1
250883,0.467671268472708,2,7,8,3,3,3,1,2
250884,,,7,4,2,3,2,2,2
250885,1.13927059730092,7,7,8,1,1,1,1,2
250887,0.765405938717779,1,7,6,5,4,4,3,1
250888,0.764157529194326,2,7,1,2,6,2,3,2
250889,,,7,3,4,5,4,3,1
250890,0.904887273667086,2,7,3,2,5,2,3,2
250891,0.740159889521671,6,7,3,3,6,3,3,2
250892,,,4,9,2,3,2,2,1
250894,,,4,4,2,2,2,1,1
250895,0.443456722642869,2,7,9,3,3,3,2,2
250896,,,4,9,3,2,2,1,2
250897,,,7,2,5,6,5,3,1
250899,0.412311736907758,2,7,3,2,2,2,2,1
250900,,,4,9,3,2,2,3,1
250903,,,7,9,1,3,1,3,1
250905,,,4,5,6,6,6,3,1
250908,,,7,2,3,2,2,2,1
250910,,,7,1,5,5,5,3,1
250911,,,7,8,6,3,3,3,1
250913,,,7,5,4,6,4,3,1
250914,0.576122239256982,2,7,5,1,3,1,3,2
250915,1.33934575031555,2,7,1,4,3,3,3,2
250916,1.00271254991476,3,7,2,2,2,2,3,1
250917,,,4,8,6,4,4,1,1
250918,0.367712259645764,2,4,9,1,5,1,2,1
250921,,,7,10,6,6,6,3,1
250927,,,7,9,6,6,6,3,2
250931,0.480922472539123,3,4,10,3,3,3,3,2
250932,0.527998652108321,2,7,3,1,3,1,2,2
250935,0.320583221924333,4,4,5,2,6,2,3,2
250937,,,4,2,4,3,3,2,1
250938,,,7,4,1,2,1,3,1
250939,,,4,6,1,3,1,1,1
250940,,,7,4,4,3,3,3,2
250942,,,1,6,6,2,2,3,2
250943,1.36487859455976,3,7,4,5,5,5,3,2
250944,,,4,6,3,6,3,2,2
250946,7.97918829719404,6,4,9,5,6,5,3,1
250948,,,4,5,1,5,1,3,1
250949,,,7,4,5,5,5,1,2
250950,,,4,2,3,2,2,1,2
250951,2.20732883362926,1,4,1,2,5,2,1,2
250952,1.79360173549101,2,7,9,2,6,2,3,1
250954,,,7,2,4,6,4,3,2
250956,,,4,2,6,5,5,2,2
250964,,,7,9,4,2,2,1,1
250966,,,4,10,3,5,3,1,1
250967,1.65662697411623,4,4,9,2,5,2,3,2
250970,,,7,8,5,2,2,3,1
250972,,,7,6,6,3,3,1,1
250976,0.54986249162549,2,7,4,4,5,4,3,1
250977,1.07890768190001,2,7,6,5,6,5,3,1
250979,,,4,8,3,2,2,1,2
250981,,,7,9,5,5,5,2,2
250983,,,4,7,6,6,6,1,2
250984,,,4,2,4,5,4,1,1
250988,0.456518341601069,2,7,2,2,3,2,2,2
250989,0.975044741860909,3,7,5,4,2,2,3,2
250991,,,7,3,4,6,4,3,2
250994,,,7,9,6,2,2,2,1
250996,0.565544586881927,3,7,6,4,3,3,3,2
250999,,,7,9,3,2,2,2,1
251000,,,7,5,2,3,2,3,1
251001,0.526209333820367,2,4,5,5,3,3,2,2
251002,,,7,5,2,4,2,3,1
251008,,,4,1,6,6,6,3,2
251009,0.498708066227215,2,7,2,3,5,3,3,2
251010,,,7,4,2,5,2,3,1
251011,,,7,6,1,2,1,2,2
251012,,,4,2,1,6,1,3,2
251014,0.516457791043171,2,7,4,3,2,2,1,2
251015,,,7,2,4,5,4,3,2
251017,0.493371214266579,2,7,2,2,2,2,2,2
251018,0.589370584245765,3,7,9,2,5,2,3,2
251020,0.411461497165894,4,7,10,5,5,5,3,2
251023,0.492424479594718,5,4,3,6,5,5,1,2
251026,,,4,5,2,6,2,2,1
251031,,,4,8,3,3,3,3,2
251033,,,7,9,4,5,4,3,1
251036,,,7,6,1,2,1,1,2
251042,0.582637063499714,3,4,10,5,4,4,3,2
251046,1.27113015089458,2,7,5,1,3,1,3,1
251047,,,7,5,3,3,3,3,1
251050,0.558648300960238,2,7,6,6,2,2,1,2
251052,,,7,6,4,5,4,3,2
251053,,,4,9,6,2,2,1,2
251056,,,4,3,3,3,3,3,2
251057,0.985235126717445,2,7,9,3,5,3,2,1
251061,,,7,2,5,6,5,3,2
251063,,,7,7,4,6,4,3,2
251065,,,7,5,2,4,2,1,1
251066,1.25449324200961,3,4,8,5,2,2,1,1
251067,,,4,10,2,5,2,3,1
251070,1.01341661930402,3,7,6,2,2,2,1,1
251071,,,7,9,3,3,3,2,1
251073,2.17656687665837,2,7,9,6,6,6,3,2
251074,,,4,11,4,6,4,3,1
251076,,,7,4,2,2,2,2,2
251083,,,7,8,3,3,3,2,2
251084,,,7,5,4,5,4,3,2
251086,,,4,9,2,2,2,3,2
251089,,,7,7,5,2,2,2,2
251090,0.657581506514633,2,7,11,2,5,2,2,2
251093,,,7,9,5,5,5,3,1
251094,0.347900079990192,2,4,4,1,2,1,1,2
251095,0.645713977958918,2,7,9,6,1,1,3,1
251096,,,4,10,3,3,3,3,2
251097,,,7,4,4,4,4,2,2
251099,,,7,8,3,4,3,3,2
251101,,,7,2,2,3,2,3,1
251102,,,7,1,5,6,5,3,2
251103,1.64317113056723,3,4,1,6,2,2,3,2
251105,,,1,8,2,3,2,3,2
251106,,,7,2,2,2,2,1,2
251107,,,7,9,1,2,1,1,1
251108,0.438423957768337,3,4,10,6,3,3,2,2
251109,,,7,7,5,5,5,3,2
251110,,,7,11,3,3,3,2,1
251112,,,7,9,6,5,5,3,1
251113,,,4,9,2,3,2,3,2
251115,,,4,10,2,4,2,3,1
251119,0.50800893056146,3,-9,5,2,5,2,1,1
251121,,,7,6,1,2,1,1,2
251123,,,4,9,5,3,3,1,2
251128,,,7,5,6,6,6,1,2
251131,0.487153108344087,2,7,5,1,5,1,2,2
251135,0.466717023843289,2,7,2,2,3,2,3,2
251139,,,7,1,6,5,5,3,2
251140,,,7,1,1,5,1,1,2
251143,0.479155355819939,2,7,3,2,5,2,3,2
251144,,,4,3,6,6,6,3,2
251145,3.13500009771994,3,7,9,1,2,1,1,1
251148,,,7,5,4,3,3,3,1
251149,,,7,11,3,5,3,3,2
251152,,,7,6,1,5,1,1,1
251153,,,7,10,2,2,2,2,1
251154,0.338193620757924,2,7,4,3,2,2,1,2
251156,,,4,5,2,5,2,1,1
251157,0.700115509831863,2,7,2,2,3,2,3,1
251160,,,7,2,6,5,5,2,1
251162,0.338008312224449,2,7,10,2,5,2,3,2
251165,0.653202458344145,3,7,10,5,2,2,3,2
251166,,,4,1,6,6,6,3,1
251167,,,7,2,4,2,2,3,1
251168,,,7,5,2,3,2,2,1
251169,,,7,10,6,2,2,2,1
251170,,,7,3,2,2,2,2,1
251171,,,7,5,1,5,1,1,1
251172,,,7,9,6,2,2,3,2
251174,,,7,9,2,3,2,1,2
251175,0.647412743996368,3,7,9,3,2,2,2,2
251178,,,4,4,5,2,2,3,2
251179,,,7,3,5,6,5,3,2
251181,,,7,8,3,6,3,1,2
251183,,,1,6,2,2,2,2,1
251184,0.877303969270904,2,7,6,1,1,1,2,2
251186,1.67910409642122,2,7,9,1,3,1,1,1
251188,,,4,8,2,3,2,2,2
251191,,,7,7,6,6,6,3,2
251192,,,4,8,2,6,2,1,2
251193,,,7,2,5,2,2,1,1
251194,0.378587999272509,2,7,9,5,3,3,2,2
251195,,,7,8,4,3,3,3,2
251196,,,7,5,6,6,6,3,2
251198,,,7,9,6,5,5,3,2
251199,,,7,8,6,6,6,3,1
251200,4.60422502029026,3,1,8,6,2,2,2,2
251201,,,7,9,4,5,4,3,1
251202,,,4,6,6,2,2,1,2
251203,,,7,5,2,2,2,1,1
251205,,,7,9,5,5,5,3,2
251206,,,7,8,3,5,3,3,2
251208,0.762710644109859,2,7,11,3,3,3,3,2
251215,0.52821677803661,3,4,6,1,2,1,1,2
251217,,,4,10,2,2,2,1,1
251218,0.389305120892657,2,7,10,2,3,2,1,2
251220,,,4,2,1,3,1,2,2
251221,0.509681228278761,2,7,11,2,2,2,1,2
251225,,,4,1,6,5,5,3,1
251226,,,7,2,1,1,1,1,2
251227,,,7,8,6,6,6,2,1
251228,0.94687842791726,4,7,2,6,5,5,3,2
251229,0.993683494152126,2,7,2,5,2,2,3,2
251230,0.472709594265009,2,7,6,3,3,3,1,2
251231,,,7,8,6,5,5,1,2
251232,0.519882253422593,2,4,9,6,1,1,2,2
251235,0.338001281651555,2,7,10,3,5,3,3,2
251237,,,7,4,4,5,4,2,1
251238,,,4,8,5,2,2,3,1
251239,1.13707003541986,3,4,9,5,6,5,1,2
251240,,,7,8,4,6,4,3,1
251241,,,7,4,2,4,2,3,2
251244,,,7,9,6,3,3,2,1
251247,,,7,5,4,5,4,3,2
251249,,,7,3,6,6,6,3,1
251250,0.28656715509535,2,7,9,2,5,2,3,2
251251,0.942906941786378,3,7,2,3,6,3,3,1
251256,0.679567766836536,2,7,5,5,5,5,3,2
251257,2.5703383654458,3,4,11,5,3,3,3,1
251258,0.635556084139582,2,7,6,2,3,2,3,2
251260,,,7,1,4,2,2,1,2
251261,,,7,4,4,6,4,2,2
251262,0.681356824128507,2,7,2,3,2,2,3,2
251263,,,7,8,2,5,2,3,1
251264,0.63782655794512,2,7,8,5,2,2,1,2
251265,,,7,2,3,5,3,3,2
251269,,,4,9,3,6,3,2,1
251271,,,4,3,6,6,6,3,2
251272,,,7,11,5,4,4,2,1
251273,,,7,3,1,2,1,3,1
251274,0.801025158867932,3,4,10,3,6,3,2,2
251275,,,4,9,3,2,2,3,1
251276,,,4,3,5,4,4,3,2
251277,0.789270648002975,2,7,8,2,2,2,1,2
251282,,,7,8,6,2,2,1,2
251285,0.844526231621101,3,4,6,3,3,3,3,1
251287,,,7,2,6,6,6,3,1
251289,,,7,1,6,6,6,3,1
251290,5.04660328214154,1,4,11,3,5,3,3,1
251291,,,7,4,3,6,3,3,1
251292,,,7,8,3,5,3,2,1
251295,1.00899992841774,2,7,9,2,4,2,1,2
251297,1.02438002749941,3,7,3,1,2,1,1,2
251299,1.3198184021262,3,4,3,6,3,3,2,2
251301,,,1,11,4,6,4,1,2
251303,0.701897133768689,1,7,4,6,2,2,3,1
251304,0.790499870223762,4,7,4,6,4,4,3,2
251305,,,1,4,6,6,6,3,2
251306,,,7,10,2,6,2,3,1
251307,0.639865074078738,2,7,6,3,3,3,2,2
251310,,,7,11,3,2,2,2,2
251311,1.09858134939091,4,4,9,4,4,4,3,2
251312,,,7,6,6,6,6,3,1
251313,0.723075871126071,1,4,3,1,5,1,3,2
251314,0.654275770153655,2,7,8,3,3,3,2,2
251316,,,7,9,2,5,2,1,1
251317,,,7,1,4,5,4,3,1
251319,,,1,7,3,2,2,2,2
251320,,,7,2,4,5,4,2,1
251321,0.506330371935734,2,7,2,5,2,2,3,1
251323,1.07082916807714,2,7,5,3,2,2,2,1
251324,0.8346310735232,2,7,11,6,2,2,2,1
251326,0.985301398839992,3,4,6,2,2,2,3,2
251327,,,7,8,6,6,6,3,1
251329,0.892585728510442,2,7,1,3,3,3,3,1
251331,0.669405069549572,3,4,3,4,6,4,2,2
251332,2.44219570117059,4,1,6,6,5,5,3,2
251333,,,4,1,6,2,2,1,1
251334,1.17232617796576,2,7,4,2,2,2,3,1
251335,0.301569406837479,2,7,8,1,1,1,1,2
251337,,,7,10,2,6,2,3,1
251338,,,7,1,3,3,3,3,2
251339,6.12643203341282,3,7,11,4,5,4,2,1
251341,0.965136409674767,2,4,5,4,4,4,3,1
251342,0.527847958653351,2,7,6,1,5,1,2,1
251343,,,7,6,3,3,3,1,2
251348,,,7,9,6,2,2,2,1
251349,0.630713927523945,2,7,3,3,5,3,3,2
251350,,,4,11,3,3,3,2,1
251352,,,4,1,5,4,4,2,1
251353,0.349224469400118,2,7,8,2,2,2,1,2
251354,0.517232984402126,2,7,9,2,2,2,2,1
251355,,,7,10,1,2,1,2,2
251356,,,7,10,2,2,2,1,1
251357,0.594883705024283,3,4,4,6,5,5,2,2
251358,1.44819634739443,6,4,9,6,5,5,3,2
251360,,,7,11,3,6,3,3,2
251362,,,7,8,3,3,3,3,1
251364,,,4,2,5,6,5,3,1
251367,0.988043147923966,3,7,6,2,4,2,2,2
251368,0.646090949230739,4,7,6,3,2,2,3,2
251370,,,7,9,1,2,1,1,2
251371,,,7,4,6,3,3,3,2
251372,,,7,9,3,2,2,1,2
251373,0.841293728248979,2,7,7,2,3,2,2,2
251374,,,4,3,6,4,4,2,2
251376,,,7,2,6,6,6,3,1
251377,2.01958049359966,3,7,2,1,4,1,3,1
251378,,,7,9,6,2,2,1,1
251379,0.600657591547436,2,7,4,2,4,2,1,2
251380,,,-9,4,6,6,6,3,2
251381,,,7,3,2,6,2,2,1
251382,,,4,2,6,5,5,3,2
251385,0.458734439519797,2,4,3,2,2,2,1,2
251389,,,4,4,6,2,2,1,2
251390,,,7,9,1,6,1,2,1
251392,,,7,5,6,6,6,3,2
251393,,,7,2,6,3,3,2,2
251395,,,7,2,6,2,2,3,2
251396,,,7,6,3,5,3,1,1
251397,0.626494828719782,2,4,2,3,4,3,2,2
251398,0.884687403655712,2,7,9,2,3,2,3,2
251399,,,7,3,4,5,4,3,1
251401,,,7,1,3,5,3,3,1
251404,1.01290598408567,4,7,6,3,5,3,3,2
251409,2.02327425717114,7,7,5,4,5,4,2,1
251411,,,7,2,2,2,2,2,1
251413,,,1,2,4,4,4,1,2
251415,,,4,5,3,3,3,2,2
251416,,,7,3,5,6,5,3,1
251417,,,4,9,6,6,6,3,2
251418,,,7,5,6,6,6,3,2
251419,,,4,10,6,2,2,1,2
251420,,,7,10,5,4,4,3,2
251421,,,7,2,6,6,6,3,1
251423,,,7,8,4,3,3,1,2
251424,,,7,8,3,3,3,2,1
251427,,,7,8,3,5,3,3,1
251428,,,4,9,5,6,5,3,2
251429,,,7,6,6,4,4,3,2
251430,1.1399148412635,3,4,8,5,6,5,3,2
251432,0.378595874066689,2,7,9,1,2,1,1,2
251434,,,4,10,3,5,3,3,2
251438,,,7,11,3,2,2,1,1
251439,,,4,8,6,5,5,1,1
251442,1.09665808071395,8,7,9,3,3,3,2,2
251443,0.953682187851999,3,7,5,4,5,4,3,1
251447,,,7,6,1,2,1,1,2
251448,,,7,8,3,3,3,3,2
251449,,,4,9,4,2,2,3,2
251451,,,4,5,5,3,3,2,1
251452,1.09679757160406,6,7,5,3,2,2,2,1
251455,,,7,2,4,2,2,2,2
251458,0.605716016229052,3,4,9,5,4,4,3,2
251459,,,4,9,2,2,2,1,1
251464,1.50007646197227,3,7,4,5,5,5,3,2
251465,,,1,1,6,2,2,3,1
251467,,,7,5,1,2,1,1,1
251468,,,7,2,1,2,1,2,2
251470,1.12482675031016,3,7,2,1,2,1,1,2
251471,0.438898095529519,2,7,7,2,3,2,1,2
251472,0.550962000991756,2,7,3,6,2,2,1,2
251477,,,7,9,3,4,3,2,2
251478,2.87970789851807,2,-9,1,6,6,6,3,1
251479,,,4,11,5,5,5,2,1
251482,0.624337359834261,3,7,9,5,5,5,3,2
251483,0.791307966948046,2,7,2,4,5,4,2,2
251486,,,7,10,5,5,5,3,1
251487,0.749236913769077,2,7,1,6,2,2,1,1
251488,,,4,4,4,2,2,3,2
251489,,,7,3,1,3,1,3,1
251491,,,7,4,4,5,4,3,2
251492,,,4,3,2,5,2,2,2
251493,,,4,6,6,6,6,3,2
251498,1.07690458921193,3,7,1,2,6,2,2,1
251499,,,7,10,6,6,6,3,1
